route_id,direction,stop_name,latitude,longitude
962,HEEN,Antwerpse Heirweg,51.172768,3.660972
962,HEEN,Gentweg,51.181564,3.650419
962,HEEN,Kaprijkestraat,51.18542,3.649394
962,HEEN,Nieuwstraat,51.191774,3.627445
962,HEEN,Dorp,51.195075,3.632522
962,HEEN,Vrombautstraat,51.203935,3.625607
962,HEEN,Dorp,51.217404,3.618153
962,HEEN,Molenstraat 66,51.226071,3.618947
962,HEEN,Heinestraat,51.229582,3.619653
962,HEEN,Molenstraat 163,51.240153,3.615381
962,HEEN,Brug,51.26274,3.616457
962,HEEN,Mariapolderdijk,51.268544,3.618855
962,HEEN,Dorp,51.275976,3.626152
962,HEEN,Munte,51.280084,3.625843
962,HEEN,Hoogkasteel,51.284002,3.624999
962,HEEN,Kalve,51.170988,3.883357
962,HEEN,Kalve,51.170988,3.883357
962,HEEN,Axelsvaardeken,51.171702,3.877342
962,HEEN,Axelsvaardeken,51.171702,3.877342
962,HEEN,Molenhoek,51.17173,3.868881
962,HEEN,Molenhoek,51.17173,3.868881
962,HEEN,Kerkbruggestraat,51.123199,3.736605
962,HEEN,Mimosastraat,51.100131,3.639289
962,HEEN,Maenhoutstraat,51.013067,3.644007
962,HEEN,Golflaan,51.015144,3.629871
962,HEEN,Twee Dreven,51.006173,3.626363
962,HEEN,Broekstraat,51.001606,3.615797
962,HEEN,Reinaertdreef,51.013451,3.620094
962,HEEN,Rode Beukendreef,51.011691,3.609476
962,HEEN,Dorpsstraat,51.007389,3.600848
962,HEEN,De Vierschaar,50.99806,3.607562
962,HEEN,Clauslaan,50.993196,3.596924
962,HEEN,Beekstraat,50.990086,3.59051
962,HEEN,Oudestraat,50.988081,3.58065
962,HEEN,Edekestraat,50.986579,3.57364
962,HEEN,Pontstraat,50.985287,3.567277
962,HEEN,Dorp,50.983294,3.557927
962,HEEN,Gampelaeredreef,50.981415,3.547599
962,HEEN,Gezellelaan,50.981312,3.533691
962,HEEN,Gentpoortstraat Grammat,50.984951,3.531685
962,HEEN,Kleitkalseide,51.189721,3.453484
962,HEEN,Thijskensstraat,51.185756,3.454302
962,HEEN,Knok,50.978947,3.530365
962,HEEN,Halledreef,51.181515,3.450335
962,HEEN,Boterhoek,51.21888,3.520176
962,HEEN,Celiekerkweg,51.228904,3.519952
962,HEEN,Vaakweg,51.234965,3.521373
962,HEEN,Groeneweg,51.246567,3.538295
962,HEEN,Langeweg,51.250235,3.543982
